fight_date,fighter_a_name,fighter_b_name,fighter_a_id,fighter_b_id,result,title_fight,weight_class,a_age,b_age,a_height_cm,b_height_cm,a_reach_cm,b_reach_cm,a_stance,b_stance,a_slpm,b_slpm,a_str_acc,b_str_acc,a_sapm,b_sapm,a_str_def,b_str_def,a_td_avg,b_td_avg,a_td_acc,b_td_acc,a_td_def,b_td_def,a_sub_avg,b_sub_avg
2011-08-14,Ronny Markes,Karlos Vemola,ronny-markes,karlos-vemola,W,False,Light Heavyweight,23,26,185.42,182.88,190.5,190.5,Orthodox,Orthodox,,1.1333333333333333,,0.4,,,,,,1.0,,0.5,,,,0.5
2011-08-14,Jimy Hettes,Alex Caceres,jimy-hettes,alex-caceres,W,False,Featherweight,24,23,175.26,177.8,180.34,185.42,Southpaw,Southpaw,,0.13333333333333333,,0.28,,,,,,0.0,,0.0,,,,0.0
2011-08-14,Cole Miller,TJ O'Brien,cole-miller,tj-o-brien,W,False,Lightweight,27,24,185.42,187.96,187.96,196.0,Orthodox,Orthodox,1.1037066666666666,2.1333333333333333,0.3,0.46,,,,,0.3333,1.0,0.139,1.0,,,2.0,0.0
2011-08-14,Danny Castillo,Jacob Volkmann,danny-castillo,jacob-volkmann,L,False,Lightweight,31,30,175.26,175.26,180.34,180.34,Orthodox,Southpaw,3.6666666666666665,1.2666666666666666,0.53,0.362,,,,,5.0,2.6,0.45,0.486,,,0.0,1.0
2011-08-14,Edwin Figueroa,Jason Reinhardt,edwin-figueroa,jason-reinhardt,W,False,Bantamweight,27,41,170.18,167.64,175.26,163.0,Orthodox,Orthodox,3.0,0.1,0.45,0.33,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0
2011-08-27,Yushin Okami,Anderson Silva,yushin-okami,anderson-silva,L,True,Middleweight,30,36,187.96,187.96,190.5,195.58,Southpaw,Southpaw,1.9944466666666665,2.0410266666666668,0.401,0.718,,,,,1.5833,0.2308,0.425,0.231,,,0.6667,0.4615
2011-08-27,Mauricio Rua,Forrest Griffin,mauricio-rua,forrest-griffin,W,False,Light Heavyweight,29,32,185.42,190.5,193.04,195.58,Orthodox,Orthodox,2.433333333333333,3.6307666666666667,0.512,0.376,,,,,1.0,0.7692,0.152,0.225,,,0.3333,0.6154
2011-08-27,Ross Pearson,Edson Barboza,ross-pearson,edson-barboza,L,False,Lightweight,26,25,172.72,180.34,175.26,190.5,Orthodox,Orthodox,3.6266666666666665,2.966666666666667,0.406,0.46,,,,,0.8,2.0,0.3,1.0,,,0.0,0.0
2011-08-27,Minotauro Nogueira,Brendan Schaub,minotauro-nogueira,brendan-schaub,W,False,Heavyweight,35,28,190.5,193.04,195.58,198.12,Orthodox,Orthodox,1.6400000000000001,1.8666666666666667,0.304,0.502,,,,,1.2,0.8,0.196,0.1,,,1.2,0.0
2011-08-27,Stanislav Nedkov,Luiz Cane,stanislav-nedkov,luiz-cane,W,False,Light Heavyweight,29,30,180.34,187.96,180.34,195.58,Orthodox,Southpaw,,1.7904733333333334,,0.401,,,,,,0.1429,,0.143,,,,0.0
2011-08-27,Spencer Fisher,Thiago Tavares,spencer-fisher,thiago-tavares,L,False,Lightweight,35,26,170.18,170.18,177.8,172.72,Southpaw,Orthodox,2.5288866666666667,1.3266666666666667,0.468,0.443,,,,,0.6,2.6,0.187,0.51,,,0.6667,1.3
2011-08-27,Rousimar Palhares,Dan Miller,rousimar-palhares,dan-miller,W,False,Middleweight,31,30,172.72,185.42,180.34,187.96,Orthodox,Orthodox,0.5142866666666667,1.2074066666666667,0.31,0.308,,,,,1.5714,1.5556,0.331,0.27,,,1.7143,1.2222
2011-08-27,Paulo Thiago,David Mitchell,paulo-thiago,david-mitchell,W,False,Welterweight,30,31,180.34,182.88,185.42,193.04,Orthodox,Orthodox,1.1555533333333334,0.8666666666666667,0.402,0.72,,,,,0.6667,2.0,0.157,0.66,,,1.8333,6.0
2011-08-27,Raphael Assuncao,Johnny Eduardo,raphael-assuncao,johnny-eduardo,W,False,Bantamweight,29,33,165.1,170.18,167.64,180.34,Orthodox,Orthodox,0.6,,0.45,,,,,,0.0,,0.0,,,,0.0,
2011-08-27,Erick Silva,Luis Ramos,erick-silva,luis-ramos,W,False,Welterweight,27,30,182.88,172.72,187.96,183.0,Orthodox,Orthodox,,,,,,,,,,,,,,,,
2011-08-27,Iuri Alcantara,Felipe Arantes,iuri-alcantara,felipe-arantes,W,False,Featherweight,31,23,175.26,172.72,180.34,185.42,Southpaw,Orthodox,,,,,,,,,,,,,,,,
2011-08-27,Ian Loveland,Yves Jabouin,ian-loveland,yves-jabouin,L,False,Bantamweight,27,32,172.72,170.18,178.0,172.72,Orthodox,Orthodox,2.966666666666667,1.0666666666666667,0.445,0.43,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0
2011-09-17,Jake Shields,Jake Ellenberger,jake-shields,jake-ellenberger,L,False,Welterweight,32,26,182.88,175.26,182.88,180.34,Orthodox,Orthodox,3.433333333333333,1.5333333333333334,0.365,0.44,,,,,2.0,2.8,0.13,0.812,,,0.0,0.6
2011-09-17,Dongi Yang,Court McGee,dongi-yang,court-mcgee,L,False,Middleweight,26,26,177.8,180.34,180.34,190.5,Southpaw,Orthodox,3.6,2.7333333333333334,0.66,0.365,,,,,2.0,3.5,0.8,0.605,,,1.0,1.0
2011-09-17,Erik Koch,Jonathan Brookins,erik-koch,jonathan-brookins,W,False,Featherweight,22,26,177.8,182.88,180.34,185.42,Southpaw,Southpaw,0.26666666666666666,2.1333333333333333,0.22,0.47,,,,,0.0,3.0,0.0,0.23,,,0.0,0.0
2011-09-17,Alan Belcher,Jason MacDonald,alan-belcher,jason-macdonald,W,False,Middleweight,27,36,187.96,190.5,185.42,203.2,Orthodox,Orthodox,1.7697,0.7055533333333333,0.396,0.558,,,,,0.3636,0.6667,0.24,0.193,,,0.4545,0.9167
2011-09-17,Vagner Rocha,Cody McKenzie,vagner-rocha,cody-mckenzie,W,False,Lightweight,29,23,177.8,182.88,185.42,182.88,Orthodox,Switch,3.066666666666667,0.5333333333333333,0.43,0.11,,,,,1.0,1.5,0.14,0.61,,,0.0,1.0
2011-09-17,Evan Dunham,Shamar Bailey,evan-dunham,shamar-bailey,W,False,Lightweight,29,28,177.8,175.26,177.8,190.5,Southpaw,Southpaw,2.2,2.2,0.357,0.47,,,,,1.3333,5.0,0.402,0.55,,,1.6667,0.0
2011-09-17,Lance Benoist,Matthew Riddle,lance-benoist,matthew-riddle,W,False,Welterweight,23,25,180.34,185.42,185.42,187.96,Southpaw,Southpaw,,2.9238066666666667,,0.53,,,,,,3.1429,,0.489,,,,0.7143
2011-09-17,Donny Walker,Ken Stone,donny-walker,ken-stone,L,False,Bantamweight,31,28,175.26,172.72,180.0,180.34,Orthodox,Orthodox,2.066666666666667,1.2,0.37,0.42,,,,,0.0,0.0,0.0,0.0,,,2.0,0.0
2011-09-17,Clay Harvison,Seth Baczynski,clay-harvison,seth-baczynski,L,False,Welterweight,30,29,185.42,190.5,187.96,187.96,Orthodox,Orthodox,3.8,1.4666666666666666,0.52,0.5,,,,,1.0,0.0,1.0,0.0,,,2.0,3.0
2011-09-17,Mike Stumpf,TJ Waldburger,mike-stumpf,tj-waldburger,L,False,Welterweight,25,23,177.8,180.34,180.34,190.5,Orthodox,Orthodox,,1.3333333333333333,,0.48,,,,,,3.0,,0.425,,,,3.5
2011-09-17,Robert Peralta,Mike Lullo,robert-peralta,mike-lullo,W,False,Featherweight,25,32,172.72,172.72,180.34,178.0,Orthodox,Orthodox,,0.8,,0.26,,,,,,0.0,,0.0,,,,1.0
2011-09-17,Justin Edwards,Jorge Lopez,justin-edwards,jorge-lopez,W,False,Welterweight,28,22,177.8,177.8,177.8,183.0,Orthodox,Orthodox,2.8,,0.46,,,,,,7.0,,0.35,,,,0.0,
2011-09-24,Rampage Jackson,Jon Jones,rampage-jackson,jon-jones,L,True,Light Heavyweight,33,24,185.42,193.04,185.42,213.36,Orthodox,Orthodox,2.4444466666666664,2.308333333333333,0.49,0.576,,,,,0.5556,2.25,0.258,0.72,,,0.0,0.5
2011-09-24,Matt Hughes,Josh Koscheck,matt-hughes,josh-koscheck,L,False,Welterweight,37,33,175.26,177.8,185.42,185.42,Switch,Orthodox,1.4361133333333334,1.1777799999999998,0.532,0.399,,,,,1.9583,1.8889,0.508,0.531,,,0.6667,0.3889
2011-09-24,Ben Rothwell,Mark Hunt,ben-rothwell,mark-hunt,L,False,Heavyweight,29,37,193.04,177.8,198.12,182.88,Orthodox,Orthodox,1.5666666666666667,0.5333333333333333,0.375,0.285,,,,,2.5,0.5,0.355,0.5,,,1.0,0.0
2011-09-24,Rob Broughton,Travis Browne,rob-broughton,travis-browne,L,False,Heavyweight,28,29,187.96,198.12,187.96,200.66,Orthodox,Orthodox,4.466666666666667,1.2888866666666667,0.67,0.397,,,,,0.0,1.0,0.0,0.553,,,6.0,0.3333
2011-09-24,Nate Diaz,Takanori Gomi,nate-diaz,takanori-gomi,W,False,Lightweight,26,33,182.88,170.18,193.04,177.8,Southpaw,Southpaw,2.0359,0.8666666666666667,0.412,0.223,,,,,1.0769,0.0,0.422,0.0,,,1.1538,0.0
2011-09-24,Aaron Riley,Tony Ferguson,aaron-riley,tony-ferguson,L,False,Lightweight,30,27,172.72,180.34,175.26,193.04,Southpaw,Orthodox,2.638093333333333,1.4,0.39,0.55,,,,,1.1429,2.0,0.324,0.66,,,0.1429,0.0
2011-09-24,Tim Boetsch,Nick Ring,tim-boetsch,nick-ring,W,False,Middleweight,30,32,182.88,182.88,187.96,187.96,Orthodox,Southpaw,1.7714266666666667,3.3,0.509,0.455,,,,,1.5714,2.5,0.214,0.5,,,0.2857,0.5
2011-09-24,Junior Assuncao,Eddie Yagin,junior-assuncao,eddie-yagin,W,False,Featherweight,30,32,175.26,170.18,182.88,175.0,Orthodox,Orthodox,0.82222,,0.417,,,,,,0.3333,,0.167,,,,0.6667,
2011-09-24,Cole Escovedo,Takeya Mizugaki,cole-escovedo,takeya-mizugaki,L,False,Bantamweight,30,27,170.18,170.18,182.88,172.72,Orthodox,Orthodox,1.9333333333333333,1.9,0.44,0.305,,,,,0.0,2.0,0.0,0.5,,,0.0,0.0
2011-09-24,James Te Huna,Ricardo Romero,james-te-huna,ricardo-romero,W,False,Light Heavyweight,29,33,187.96,182.88,190.5,193.04,Orthodox,Orthodox,0.9333333333333333,0.6666666666666666,0.71,0.48,,,,,3.0,0.5,0.375,0.07,,,0.5,1.0
2011-10-01,Demetrious Johnson,Dominick Cruz,demetrious-johnson,dominick-cruz,L,True,Bantamweight,25,26,160.02,172.72,167.64,172.72,Orthodox,Orthodox,1.7,6.0,0.465,0.37,,,,,7.5,4.0,0.83,0.3,,,0.0,0.0
2011-10-01,Stefan Struve,Pat Barry,stefan-struve,pat-barry,W,False,Heavyweight,23,32,210.82,180.34,213.36,187.96,Orthodox,Orthodox,0.8666666666666667,1.3,0.48,0.427,,,,,0.25,0.0,0.25,0.0,,,2.0,0.0
2011-10-01,Anthony Johnson,Charlie Brenneman,anthony-johnson,charlie-brenneman,W,False,Welterweight,27,30,187.96,177.8,198.12,182.88,Orthodox,Orthodox,1.4296266666666668,1.3166666666666667,0.47,0.513,,,,,1.4444,4.0,0.348,0.513,,,0.5556,0.0
2011-10-01,Matt Wiman,Mac Danzig,matt-wiman,mac-danzig,W,False,Lightweight,28,31,177.8,172.72,172.72,177.8,Orthodox,Orthodox,2.066666666666667,1.8333333333333333,0.475,0.474,,,,,2.0,0.875,0.495,0.416,,,1.3636,0.5
2011-10-01,Rafaello Oliveira,Yves Edwards,rafaello-oliveira,yves-edwards,L,False,Lightweight,29,35,172.72,175.26,180.34,185.42,Orthodox,Southpaw,1.9,1.5846133333333334,0.33,0.51,,,,,2.5,0.3077,0.355,0.231,,,1.0,0.7692
2011-10-01,Paul Sass,Michael Johnson,paul-sass,michael-johnson,W,False,Lightweight,23,25,182.88,177.8,185.42,185.42,Orthodox,Southpaw,0.13333333333333333,1.9,0.5,0.42,,,,,0.0,0.5,0.0,0.5,,,4.0,0.0
2011-10-01,Byron Bloodworth,Mike Easton,byron-bloodworth,mike-easton,L,False,Bantamweight,28,27,172.72,167.64,175.26,177.8,Orthodox,Southpaw,,,,,,,,,,,,,,,,
2011-10-01,Shane Roller,TJ Grant,shane-roller,tj-grant,L,False,Lightweight,32,27,177.8,177.8,182.88,182.88,Orthodox,Orthodox,0.9,1.9333333333333333,0.155,0.513,,,,,0.0,1.5,0.0,0.323,,,0.0,0.1667
2011-10-01,Josh Neer,Keith Wisniewski,josh-neer,keith-wisniewski,W,False,Welterweight,28,29,180.34,182.88,182.88,190.5,Orthodox,Orthodox,1.9533333333333334,0.9333333333333333,0.378,0.35,,,,,0.9,3.0,0.258,0.6,,,1.1,0.0
2011-10-01,Walel Watson,Joseph Sandoval,walel-watson,joseph-sandoval,W,False,Bantamweight,27,25,180.34,170.18,175.26,168.0,Orthodox,Southpaw,,,,,,,,,,,,,,,,
2011-10-08,Gray Maynard,Frankie Edgar,gray-maynard,frankie-edgar,L,True,Lightweight,32,29,175.26,167.64,177.8,172.72,Orthodox,Orthodox,1.8466666666666667,3.8133333333333335,0.391,0.446,,,,,3.0,3.5,0.591,0.31,,,0.8,0.4
2011-10-08,Kenny Florian,Jose Aldo,kenny-florian,jose-aldo,L,True,Featherweight,35,25,177.8,170.18,187.96,177.8,Southpaw,Orthodox,1.725,6.266666666666667,0.453,0.43,,,,,1.5625,5.0,0.445,0.55,,,0.8125,1.0
2011-10-08,Brian Stann,Chael Sonnen,brian-stann,chael-sonnen,L,False,Middleweight,31,34,185.42,185.42,187.96,187.96,Orthodox,Southpaw,2.028573333333333,2.55,0.436,0.463,,,,,0.0,3.25,0.0,0.5,,,0.4286,0.125
2011-10-08,Leonard Garcia,Nam Phan,leonard-garcia,nam-phan,L,False,Featherweight,32,28,177.8,167.64,175.26,177.8,Orthodox,Orthodox,1.7066666666666668,4.666666666666667,0.374,0.375,,,,,0.4,0.0,0.132,0.0,,,0.6,0.5
2011-10-08,Melvin Guillard,Joe Lauzon,melvin-guillard,joe-lauzon,L,False,Lightweight,28,27,175.26,177.8,172.72,180.34,Orthodox,Orthodox,1.2142866666666667,0.8666666666666667,0.396,0.49,,,,,0.9286,1.6,0.375,0.532,,,0.0714,1.9
2011-10-08,Jorge Santiago,Demian Maia,jorge-santiago,demian-maia,L,False,Middleweight,30,33,185.42,185.42,187.96,182.88,Orthodox,Southpaw,0.7166666666666667,1.2121199999999999,0.413,0.471,,,,,0.5,1.9091,0.5,0.366,,,0.75,1.1818
2011-10-08,Anthony Pettis,Jeremy Stephens,anthony-pettis,jeremy-stephens,W,False,Lightweight,24,25,177.8,172.72,182.88,180.34,Orthodox,Orthodox,0.9333333333333333,2.1944466666666664,0.27,0.463,,,,,0.0,1.25,0.0,0.404,,,1.0,0.6667
2011-10-08,Stipe Miocic,Joey Beltran,stipe-miocic,joey-beltran,W,False,Heavyweight,29,29,193.04,185.42,203.2,190.5,Orthodox,Orthodox,,4.1866666666666665,,0.428,,,,,,0.4,,0.116,,,,0.0
2011-10-08,Darren Elkins,Tiequan Zhang,darren-elkins,tiequan-zhang,W,False,Featherweight,27,33,177.8,172.72,180.34,177.8,Orthodox,Orthodox,1.7333333333333334,0.26666666666666666,0.09,0.36,,,,,1.0,0.0,0.583,0.0,,,0.0,1.0
2011-10-08,Aaron Simpson,Eric Schafer,aaron-simpson,eric-schafer,W,False,Middleweight,37,34,182.88,190.5,185.42,190.5,Orthodox,Orthodox,2.5238066666666668,1.15238,0.537,0.551,,,,,3.5714,1.0,0.499,0.219,,,0.4286,1.2857
2011-10-08,Steve Cantwell,Mike Massenzio,steve-cantwell,mike-massenzio,L,False,Middleweight,24,28,187.96,187.96,190.5,185.42,Orthodox,Southpaw,2.45,0.4166666666666667,0.338,0.345,,,,,0.5,2.0,0.285,0.415,,,0.25,1.25
2011-10-29,BJ Penn,Nick Diaz,bj-penn,nick-diaz,L,False,Welterweight,32,28,175.26,185.42,177.8,193.04,Orthodox,Southpaw,2.4866666666666664,2.14,0.584,0.435,,,,,1.25,1.3,0.399,0.296,,,0.6,1.2
2011-10-29,Cheick Kongo,Matt Mitrione,cheick-kongo,matt-mitrione,W,False,Heavyweight,36,33,193.04,190.5,208.28,200.66,Orthodox,Switch,2.3,2.493333333333333,0.596,0.548,,,,,1.5714,0.0,0.446,0.0,,,0.2143,0.8
2011-10-29,Roy Nelson,Mirko Cro Cop,roy-nelson,mirko-cro-cop,W,False,Heavyweight,35,37,182.88,187.96,182.88,185.42,Orthodox,Southpaw,1.3,1.3703733333333332,0.405,0.429,,,,,0.25,0.2222,0.125,0.222,,,0.0,0.3333
2011-10-29,Scott Jorgensen,Jeff Curran,scott-jorgensen,jeff-curran,W,False,Bantamweight,29,34,165.1,167.64,167.64,175.26,Orthodox,Orthodox,1.0,0.6,0.53,0.6,,,,,1.0,0.0,1.0,0.0,,,0.0,1.0
2011-10-29,George Roop,Hatsu Hioki,george-roop,hatsu-hioki,L,False,Featherweight,29,28,185.42,180.34,182.88,177.8,Orthodox,Orthodox,2.546666666666667,,0.332,,,,,,0.2,,0.2,,,,0.0,
2011-10-29,Dennis Siver,Donald Cerrone,dennis-siver,donald-cerrone,L,False,Lightweight,32,28,167.64,185.42,177.8,185.42,Orthodox,Orthodox,2.1722200000000003,3.4,0.315,0.53,,,,,0.4167,1.0,0.242,0.25,,,0.25,0.3333
2011-10-29,Tyson Griffin,Bart Palaszewski,tyson-griffin,bart-palaszewski,L,False,Featherweight,27,28,167.64,175.26,172.72,177.8,Orthodox,Orthodox,3.107693333333333,,0.387,,,,,,1.5385,,0.361,,,,0.7692,
2011-10-29,Eliot Marshall,Brandon Vera,eliot-marshall,brandon-vera,L,False,Light Heavyweight,31,34,187.96,190.5,195.58,193.04,Orthodox,Orthodox,1.3599999999999999,1.8564133333333332,0.3,0.565,,,,,0.2,0.4615,0.2,0.308,,,0.4,0.0769
2011-10-29,Ramsey Nijem,Danny Downes,ramsey-nijem,danny-downes,W,False,Lightweight,23,25,180.34,182.88,190.5,182.88,Orthodox,Orthodox,0.8,2.1333333333333333,0.21,0.36,,,,,0.0,0.0,0.0,0.0,,,0.0,1.0
2011-10-29,Francis Carmont,Chris Camozzi,francis-carmont,chris-camozzi,W,False,Middleweight,30,24,190.5,187.96,198.12,193.04,Orthodox,Orthodox,,3.1111133333333334,,0.56,,,,,,0.0,,0.0,,,,0.0
2011-10-29,Clifford Starks,Dustin Jacoby,clifford-starks,dustin-jacoby,W,False,Middleweight,30,23,182.88,193.04,195.58,198.12,Orthodox,Orthodox,,,,,,,,,,,,,,,,
2011-11-05,Mark Munoz,Chris Leben,mark-munoz,chris-leben,W,False,Middleweight,33,31,182.88,180.34,182.88,187.96,Orthodox,Southpaw,2.066666666666667,1.7740733333333334,0.476,0.463,,,,,1.125,0.8333,0.251,0.365,,,0.375,0.4444
2011-11-05,Renan Barao,Brad Pickett,renan-barao,brad-pickett,W,False,Bantamweight,24,33,167.64,167.64,177.8,172.72,Orthodox,Orthodox,3.066666666666667,,0.52,,,,,,6.0,,0.85,,,,0.0,
2011-11-05,Papy Abedi,Thiago Alves,papy-abedi,thiago-alves,L,False,Welterweight,33,28,180.34,175.26,187.96,177.8,Southpaw,Orthodox,,2.1688866666666664,,0.465,,,,,,0.6,,0.355,,,,0.2667
2011-11-05,Anthony Perosh,Cyrille Diabate,anthony-perosh,cyrille-diabate,W,False,Light Heavyweight,39,38,190.5,198.12,190.5,205.74,Orthodox,Southpaw,1.2,3.8666666666666667,0.45,0.677,,,,,1.0,0.3333,0.13,0.333,,,0.25,0.0
2011-11-05,Edward Faaloloto,Terry Etim,edward-faaloloto,terry-etim,L,False,Lightweight,27,25,185.42,185.42,177.8,185.42,Southpaw,Orthodox,1.1333333333333333,1.5416666666666667,0.39,0.426,,,,,0.0,0.125,0.0,0.125,,,0.0,1.125
2011-11-05,Justin Edwards,John Maguire,justin-edwards,john-maguire,L,False,Welterweight,28,28,177.8,175.26,177.8,175.26,Orthodox,Southpaw,2.7666666666666666,,0.51,,,,,,4.5,,0.25,,,,1.0,
2011-11-05,Rob Broughton,Philip De Fries,rob-broughton,philip-de-fries,L,False,Heavyweight,28,25,187.96,195.58,187.96,208.28,Orthodox,Orthodox,2.966666666666667,,0.525,,,,,,0.0,,0.0,,,,3.5,
2011-11-05,Michihiro Omigawa,Jason Young,michihiro-omigawa,jason-young,W,False,Featherweight,35,25,167.64,175.26,172.72,185.42,Orthodox,Orthodox,2.1166666666666667,3.8,0.375,0.35,,,,,0.75,0.0,0.5,0.0,,,1.25,0.0
2011-11-05,Chris Cope,Che Mills,chris-cope,che-mills,L,False,Welterweight,28,29,182.88,185.42,182.88,193.04,Orthodox,Orthodox,4.4,,0.27,,,,,,0.0,,0.0,,,,0.0,
2011-11-05,Chris Cariaso,Vaughan Lee,chris-cariaso,vaughan-lee,W,False,Bantamweight,30,29,160.02,167.64,160.02,167.64,Southpaw,Orthodox,3.7,,0.445,,,,,,0.5,,0.125,,,,0.0,
2011-11-12,Cain Velasquez,Junior Dos Santos,cain-velasquez,junior-dos-santos,L,True,Heavyweight,29,27,185.42,193.04,195.58,195.58,Orthodox,Orthodox,2.7904733333333334,3.24762,0.621,0.52,,,,,2.1429,0.4286,0.493,0.214,,,0.2857,0.0
2011-11-12,Clay Guida,Benson Henderson,clay-guida,benson-henderson,L,False,Lightweight,29,27,170.18,175.26,177.8,177.8,Orthodox,Southpaw,1.8809533333333335,4.033333333333333,0.361,0.465,,,,,3.2857,5.0,0.436,0.875,,,0.6429,1.0
2011-11-12,Dustin Poirier,Pablo Garza,dustin-poirier,pablo-garza,W,False,Featherweight,22,28,175.26,185.42,182.88,185.42,Southpaw,Orthodox,5.133333333333334,0.9666666666666667,0.52,0.48,,,,,2.5,0.0,0.275,0.0,,,0.0,0.5
2011-11-12,Cub Swanson,Ricardo Lamas,cub-swanson,ricardo-lamas,L,False,Featherweight,28,29,172.72,172.72,177.8,180.34,Orthodox,Orthodox,,1.0666666666666667,,0.5,,,,,,1.0,,0.33,,,,0.0
2011-11-12,DaMarques Johnson,Clay Harvison,damarques-johnson,clay-harvison,W,False,Welterweight,29,31,185.42,185.42,190.5,187.96,Orthodox,Orthodox,1.0555533333333333,2.3,0.415,0.48,,,,,0.5,0.5,0.25,0.5,,,0.3333,1.0
2011-11-12,Norifumi Yamamoto,Darren Uyenoyama,norifumi-yamamoto,darren-uyenoyama,L,False,Bantamweight,34,32,162.56,167.64,167.64,162.56,Southpaw,Orthodox,1.0666666666666667,,0.24,,,,,,0.0,,0.0,,,,0.0,
2011-11-12,Cole Escovedo,Alex Caceres,cole-escovedo,alex-caceres,L,False,Bantamweight,30,23,170.18,177.8,182.88,185.42,Orthodox,Southpaw,1.9333333333333333,0.5,0.5,0.4,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0
2011-11-12,Paul Bradley,Mike Pierce,paul-bradley,mike-pierce,L,False,Welterweight,28,31,175.26,172.72,183.0,177.8,Orthodox,Orthodox,0.8666666666666667,2.3,0.19,0.475,,,,,3.0,3.3333,0.25,0.508,,,0.0,0.5
2011-11-12,Matt Lucas,Aaron Rosa,matt-lucas,aaron-rosa,L,False,Light Heavyweight,38,28,185.42,193.04,185.0,198.12,Orthodox,Orthodox,,4.866666666666666,,0.4,,,,,,0.0,,0.0,,,,0.0
2011-11-19,Mauricio Rua,Dan Henderson,mauricio-rua,dan-henderson,L,False,Light Heavyweight,29,41,185.42,180.34,193.04,187.96,Orthodox,Orthodox,2.238093333333333,2.34286,0.517,0.509,,,,,0.8571,1.7143,0.13,0.48,,,0.2857,0.5714
2011-11-19,Wanderlei Silva,Cung Le,wanderlei-silva,cung-le,W,False,Middleweight,35,39,180.34,175.26,187.96,175.26,Orthodox,Southpaw,1.34074,,0.406,,,,,,0.2222,,0.222,,,,0.1111,
2011-11-19,Brian Bowles,Urijah Faber,brian-bowles,urijah-faber,L,False,Bantamweight,31,32,170.18,167.64,177.8,170.18,Orthodox,Orthodox,1.6,3.3,0.32,0.365,,,,,1.0,1.5,1.0,0.19,,,0.5,0.0
2011-11-19,Martin Kampmann,Rick Story,martin-kampmann,rick-story,W,False,Welterweight,29,27,182.88,175.26,182.88,180.34,Orthodox,Southpaw,2.0055533333333333,2.716666666666667,0.458,0.394,,,,,0.75,2.875,0.361,0.611,,,1.5833,1.625
2011-11-19,Kyle Kingsbury,Stephan Bonnar,kyle-kingsbury,stephan-bonnar,L,False,Light Heavyweight,29,34,193.04,193.04,193.04,198.12,Orthodox,Orthodox,2.9066666666666667,2.107693333333333,0.448,0.408,,,,,3.2,1.0,0.274,0.211,,,0.0,0.9231
2011-11-19,Jason Brilz,Ryan Bader,jason-brilz,ryan-bader,L,False,Light Heavyweight,36,28,180.34,187.96,180.34,187.96,Orthodox,Orthodox,2.0444466666666665,1.6285733333333332,0.537,0.344,,,,,1.8333,2.2857,0.372,0.3,,,1.0,0.2857
2011-11-19,Michael McDonald,Alex Soto,michael-mcdonald,alex-soto,W,False,Bantamweight,20,27,175.26,172.72,177.8,180.34,Orthodox,Southpaw,2.7666666666666666,,0.47,,,,,,3.0,,0.75,,,,1.5,
2011-11-19,Tom Lawlor,Chris Weidman,tom-lawlor,chris-weidman,L,False,Middleweight,28,27,182.88,187.96,187.96,198.12,Southpaw,Orthodox,2.0933333333333333,1.7333333333333334,0.426,0.415,,,,,2.6,3.0,0.27,0.81,,,1.2,0.5
2011-11-19,Rafael Dos Anjos,Gleison Tibau,rafael-dos-anjos,gleison-tibau,L,False,Lightweight,27,28,172.72,177.8,177.8,180.34,Southpaw,Southpaw,1.64762,1.1333333333333333,0.34,0.349,,,,,2.0,4.0714,0.336,0.614,,,1.1429,0.8571
2011-11-19,Nick Pace,Miguel Torres,nick-pace,miguel-torres,L,False,Bantamweight,24,30,170.18,175.26,172.72,193.04,Orthodox,Orthodox,1.6333333333333333,2.7666666666666666,0.33,0.45,,,,,4.5,0.0,0.635,0.0,,,1.0,1.5
2011-11-19,Matt Brown,Seth Baczynski,matt-brown,seth-baczynski,L,False,Welterweight,30,30,182.88,190.5,190.5,187.96,Orthodox,Orthodox,1.8222200000000002,2.1,0.596,0.44,,,,,0.7778,0.0,0.417,0.0,,,1.5556,2.0
2011-11-19,Shamar Bailey,Danny Castillo,shamar-bailey,danny-castillo,L,False,Lightweight,29,32,175.26,175.26,190.5,180.34,Southpaw,Orthodox,2.2666666666666666,2.566666666666667,0.315,0.63,,,,,2.5,3.0,0.275,0.35,,,0.0,0.0
2011-12-03,Jason Miller,Michael Bisping,jason-miller,michael-bisping,L,False,Middleweight,30,32,185.42,185.42,182.88,190.5,Orthodox,Orthodox,1.0666666666666667,3.066666666666667,0.39,0.413,,,,,1.0,1.5,0.16,0.432,,,0.0,0.3571
2011-12-03,Diego Brandao,Dennis Bermudez,diego-brandao,dennis-bermudez,W,True,Featherweight,24,24,170.18,167.64,172.72,167.64,Orthodox,Orthodox,,,,,,,,,,,,,,,,
2011-12-03,TJ Dillashaw,John Dodson,tj-dillashaw,john-dodson,L,True,Bantamweight,25,27,167.64,160.02,170.18,167.64,Orthodox,Orthodox,,,,,,,,,,,,,,,,
2011-12-03,Yves Edwards,Tony Ferguson,yves-edwards,tony-ferguson,L,False,Lightweight,35,27,175.26,180.34,185.42,193.04,Southpaw,Orthodox,1.6714266666666666,1.7333333333333334,0.501,0.46,,,,,0.2857,1.0,0.214,0.33,,,0.7143,0.0
2011-12-03,Johnny Bedford,Louis Gaudinot,johnny-bedford,louis-gaudinot,W,False,Bantamweight,28,27,177.8,160.02,180.34,160.02,Orthodox,Orthodox,,,,,,,,,,,,,,,,
