fight_date,fighter_a_name,fighter_b_name,fighter_a_id,fighter_b_id,result,title_fight,weight_class,a_age,b_age,a_height_cm,b_height_cm,a_reach_cm,b_reach_cm,a_stance,b_stance,a_slpm,b_slpm,a_str_acc,b_str_acc,a_sapm,b_sapm,a_str_def,b_str_def,a_td_avg,b_td_avg,a_td_acc,b_td_acc,a_td_def,b_td_def,a_sub_avg,b_sub_avg
2017-12-02,Amanda Cooper,Angela Magana,amanda-cooper,angela-magana,W,False,Women's Strawweight,26,34,160.02,154.94,162.56,165.1,Switch,Orthodox,1.7111133333333333,1.5,0.3,0.29,,,,,0.6667,0.5,0.22,0.5,,,1.0,0.5
2017-12-02,Sabah Homasi,Abdul Razak Alhassan,sabah-homasi,abdul-razak-alhassan,L,False,Welterweight,29,32,182.88,177.8,182.88,185.42,Orthodox,Orthodox,2.2,1.8333333333333333,0.41,0.485,,,,,2.0,0.0,1.0,0.0,,,0.0,0.0
2017-12-02,Jeremy Kimball,Dominick Reyes,jeremy-kimball,dominick-reyes,L,False,Light Heavyweight,26,27,182.88,193.04,182.88,195.58,Switch,Southpaw,0.7333333333333333,,0.485,,,,,,0.0,,0.0,,,,0.0,
2017-12-02,Allen Crowder,Justin Willis,allen-crowder,justin-willis,L,False,Heavyweight,28,30,190.5,185.42,193.04,198.12,Orthodox,Southpaw,,3.466666666666667,,0.57,,,,,,3.0,,0.75,,,,0.0
2017-12-09,Cub Swanson,Brian Ortega,cub-swanson,brian-ortega,L,False,Featherweight,34,26,172.72,172.72,177.8,175.26,Orthodox,Switch,4.405126666666666,2.6666666666666665,0.486,0.354,,,,,0.8462,0.2,0.466,0.066,,,0.1538,1.2
2017-12-09,Jason Knight,Gabriel Benitez,jason-knight,gabriel-benitez,L,False,Featherweight,25,29,177.8,172.72,180.34,180.34,Orthodox,Southpaw,2.9,2.453333333333333,0.397,0.412,,,,,1.5,0.0,0.383,0.0,,,2.0,1.4
2017-12-09,Aljamain Sterling,Marlon Moraes,aljamain-sterling,marlon-moraes,L,False,Bantamweight,28,29,170.18,167.64,180.34,170.18,Orthodox,Orthodox,3.341666666666667,2.966666666666667,0.499,0.315,,,,,2.0,0.5,0.558,0.25,,,0.875,0.5
2017-12-09,Scott Holtzman,Darrell Horcher,scott-holtzman,darrell-horcher,W,False,Lightweight,34,30,175.26,177.8,175.26,177.8,Orthodox,Southpaw,4.413333333333333,1.4333333333333333,0.498,0.35,,,,,2.2,0.0,0.596,0.0,,,0.4,1.0
2017-12-09,Eryk Anders,Markus Perez,eryk-anders,markus-perez,W,False,Middleweight,30,29,185.42,185.42,190.5,185.42,Southpaw,Orthodox,1.5333333333333334,,0.79,,,,,,1.0,,0.5,,,,0.0,
2017-12-09,Benito Lopez,Albert Morales,benito-lopez,albert-morales,W,False,Bantamweight,23,26,177.8,175.26,185.42,182.88,Switch,Orthodox,,3.0166666666666666,,0.31,,,,,,0.5,,0.208,,,,0.0
2017-12-09,Alexis Davis,Liz Carmouche,alexis-davis,liz-carmouche,W,False,Women's Flyweight,33,33,167.64,167.64,172.72,167.64,Orthodox,Orthodox,2.4285733333333335,2.0,0.45,0.545,,,,,0.5714,2.5,0.284,0.588,,,1.0,0.3333
2017-12-09,Andre Soukhamthath,Luke Sanders,andre-soukhamthath,luke-sanders,W,False,Bantamweight,29,31,175.26,167.64,177.8,170.18,Orthodox,Southpaw,2.966666666666667,4.0,0.395,0.62,,,,,0.0,0.5,0.0,0.25,,,0.0,0.5
2017-12-09,Carls John De Tomas,Alex Perez,carls-john-de-tomas,alex-perez,L,False,Bantamweight,21,25,165.1,167.64,180.34,165.1,Southpaw,Orthodox,2.0,,0.4,,,,,,2.0,,0.5,,,,0.0,
2017-12-09,Frankie Saenz,Merab Dvalishvili,frankie-saenz,merab-dvalishvili,W,False,Bantamweight,37,26,167.64,167.64,167.64,172.72,Orthodox,Orthodox,3.8,,0.438,,,,,,1.6667,,0.285,,,,0.1667,
2017-12-09,Alejandro Perez,Iuri Alcantara,alejandro-perez,iuri-alcantara,W,False,Bantamweight,28,37,167.64,175.26,170.18,180.34,Orthodox,Southpaw,2.5555533333333336,1.8133333333333332,0.348,0.472,,,,,0.5,1.0667,0.165,0.411,,,0.1667,0.5333
2017-12-09,Chris Gruetzemacher,Davi Ramos,chris-gruetzemacher,davi-ramos,L,False,Lightweight,31,31,172.72,167.64,172.72,177.8,Orthodox,Orthodox,4.366666666666666,2.3333333333333335,0.605,0.28,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0
2017-12-09,Trevin Giles,Antonio Braga Neto,trevin-giles,antonio-braga-neto,W,False,Middleweight,25,30,182.88,190.5,187.96,195.58,Orthodox,Orthodox,2.7333333333333334,0.7333333333333333,0.77,0.45,,,,,5.0,2.0,1.0,0.35,,,0.0,0.5
2017-12-16,Robbie Lawler,Rafael Dos Anjos,robbie-lawler,rafael-dos-anjos,L,False,Welterweight,35,33,180.34,172.72,187.96,177.8,Southpaw,Southpaw,3.3259266666666667,2.628986666666667,0.461,0.44,,,,,0.8889,1.7391,0.361,0.301,,,0.0,0.6087
2017-12-16,Josh Emmett,Ricardo Lamas,josh-emmett,ricardo-lamas,W,False,Featherweight,32,35,167.64,172.72,177.8,180.34,Orthodox,Orthodox,4.15,2.0166666666666666,0.37,0.468,,,,,2.25,1.0833,0.29,0.327,,,0.25,0.6667
2017-12-16,Mike Perry,Santiago Ponzinibbio,mike-perry,santiago-ponzinibbio,L,False,Welterweight,26,31,177.8,182.88,180.34,185.42,Orthodox,Orthodox,2.6,2.385186666666667,0.506,0.42,,,,,0.0,0.1111,0.0,0.037,,,0.0,0.0
2017-12-16,Misha Cirkunov,Glover Teixeira,misha-cirkunov,glover-teixeira,L,False,Light Heavyweight,30,38,190.5,187.96,195.58,193.04,Orthodox,Orthodox,1.5599999999999998,2.297433333333333,0.538,0.441,,,,,1.8,1.4615,0.448,0.346,,,0.6,0.3846
2017-12-16,Jared Cannonier,Jan Blachowicz,jared-cannonier,jan-blachowicz,L,False,Light Heavyweight,33,34,180.34,187.96,195.58,198.12,Switch,Orthodox,2.68,2.75238,0.584,0.536,,,,,0.2,1.0,0.2,0.5,,,0.0,0.2857
2017-12-16,Julian Marquez,Darren Stewart,julian-marquez,darren-stewart,W,False,Middleweight,27,26,187.96,182.88,190.5,187.96,Orthodox,Orthodox,,0.97778,,0.473,,,,,,0.6667,,0.233,,,,0.0
2017-12-16,Galore Bofando,Chad Laprise,galore-bofando,chad-laprise,L,False,Welterweight,35,31,180.34,177.8,182.88,180.34,Switch,Orthodox,0.6666666666666666,3.5142866666666666,0.4,0.433,,,,,1.0,0.7143,1.0,0.224,,,0.0,0.0
2017-12-16,Danny Roberts,Nordine Taleb,danny-roberts,nordine-taleb,L,False,Welterweight,30,36,185.42,185.42,187.96,187.96,Southpaw,Orthodox,2.85,2.838093333333333,0.383,0.546,,,,,0.0,2.1429,0.0,0.643,,,0.25,0.0
2017-12-16,Abel Trujillo,John Makdessi,abel-trujillo,john-makdessi,L,False,Lightweight,34,32,172.72,172.72,177.8,172.72,Orthodox,Orthodox,1.6266666666666665,3.8051266666666668,0.372,0.489,,,,,1.4,0.0,0.543,0.0,,,0.3,0.0
2017-12-16,Alessio Di Chirico,Oluwale Bamgbose,alessio-di-chirico,oluwale-bamgbose,W,False,Middleweight,28,30,182.88,180.34,187.96,198.12,Orthodox,Switch,2.82222,1.1333333333333333,0.457,0.475,,,,,1.3333,0.5,0.33,0.1,,,0.0,0.0
2017-12-16,Jordan Mein,Erick Silva,jordan-mein,erick-silva,W,False,Welterweight,28,33,182.88,182.88,185.42,187.96,Orthodox,Orthodox,2.05714,1.2,0.524,0.549,,,,,1.1429,0.4286,0.251,0.172,,,0.1429,0.7143
2017-12-30,Holly Holm,Cris Cyborg,holly-holm,cris-cyborg,L,True,Women's Featherweight,36,32,172.72,172.72,175.26,172.72,Southpaw,Orthodox,3.44762,4.088886666666666,0.403,0.607,,,,,0.2857,0.6667,0.286,0.333,,,0.0,0.0
2017-12-30,Edson Barboza,Khabib Nurmagomedov,edson-barboza,khabib-nurmagomedov,L,False,Lightweight,31,29,180.34,177.8,190.5,177.8,Orthodox,Orthodox,2.7725466666666665,3.033333333333333,0.448,0.514,,,,,0.4118,4.875,0.215,0.38,,,0.0588,0.5
2017-12-30,Marc Diakiese,Dan Hooker,marc-diakiese,dan-hooker,L,False,Lightweight,24,27,177.8,182.88,185.42,190.5,Orthodox,Switch,1.4,2.5904733333333336,0.507,0.45,,,,,2.3333,0.1429,0.487,0.047,,,0.0,0.1429
2017-12-30,Cynthia Calvillo,Carla Esparza,cynthia-calvillo,carla-esparza,L,False,Women's Strawweight,30,30,162.56,154.94,162.56,160.02,Orthodox,Orthodox,2.6,1.7666666666666666,0.423,0.385,,,,,1.3333,3.75,0.8,0.468,,,2.6667,0.5
2017-12-30,Neil Magny,Carlos Condit,neil-magny,carlos-condit,W,False,Welterweight,30,33,190.5,187.96,203.2,190.5,Orthodox,Orthodox,3.0784333333333334,3.9076933333333335,0.433,0.362,,,,,2.0588,0.4615,0.45,0.147,,,0.2941,0.6923
2017-12-30,Myles Jury,Rick Glenn,myles-jury,rick-glenn,W,False,Featherweight,29,28,177.8,182.88,185.42,177.8,Orthodox,Southpaw,1.5333333333333334,5.6,0.366,0.47,,,,,1.5556,1.3333,0.478,0.19,,,0.2222,0.3333
2017-12-30,Louis Smolka,Matheus Nicolau,louis-smolka,matheus-nicolau,L,False,Flyweight,26,24,175.26,167.64,172.72,167.64,Orthodox,Orthodox,3.1333333333333333,2.9,0.481,0.535,,,,,1.4444,1.5,0.328,0.375,,,2.0,1.5
2017-12-30,Tim Elliott,Mark De La Rosa,tim-elliott,mark-de-la-rosa,W,False,Bantamweight,31,23,170.18,167.64,167.64,165.1,Southpaw,Orthodox,3.1111133333333334,,0.472,,,,,,3.8889,,0.594,,,,1.1111,
2018-01-14,Jeremy Stephens,Dooho Choi,jeremy-stephens,dooho-choi,W,False,Featherweight,31,26,172.72,177.8,180.34,177.8,Orthodox,Orthodox,2.5461533333333337,1.8166666666666667,0.445,0.6,,,,,1.0385,0.25,0.272,0.05,,,0.3846,0.0
2018-01-14,Jessica-Rose Clark,Paige VanZant,jessica-rose-clark,paige-vanzant,W,False,Women's Flyweight,30,23,165.1,162.56,162.56,165.1,Orthodox,Orthodox,6.733333333333333,2.67778,0.58,0.473,,,,,2.0,1.3333,0.66,0.22,,,1.0,0.6667
2018-01-14,Emil Meek,Kamaru Usman,emil-meek,kamaru-usman,L,False,Welterweight,29,30,180.34,182.88,187.96,193.04,Switch,Switch,3.3333333333333335,3.12222,0.37,0.517,,,,,1.0,3.3333,0.5,0.418,,,1.0,0.3333
2018-01-14,Darren Elkins,Michael Johnson,darren-elkins,michael-johnson,W,False,Featherweight,33,31,177.8,177.8,180.34,185.42,Orthodox,Southpaw,2.466666666666667,3.0352933333333336,0.331,0.346,,,,,2.1765,0.4706,0.349,0.328,,,1.1765,0.0588
2018-01-14,Alex White,James Krause,alex-white,james-krause,L,False,Lightweight,29,31,182.88,187.96,180.34,185.42,Southpaw,Orthodox,2.9555533333333335,3.7333333333333334,0.428,0.466,,,,,0.6667,0.5,0.125,0.205,,,0.1667,0.5
2018-01-14,Polo Reyes,Matt Frevola,polo-reyes,matt-frevola,W,False,Lightweight,33,27,180.34,175.26,180.34,180.34,Orthodox,Orthodox,3.5166666666666666,,0.363,,,,,,0.0,,0.0,,,,0.0,
2018-01-14,Irene Aldana,Talita Bernardo,irene-aldana,talita-bernardo,W,False,Women's Bantamweight,29,30,175.26,162.56,172.72,172.72,Orthodox,Orthodox,6.4,1.4666666666666666,0.395,0.25,,,,,0.5,3.0,0.5,0.42,,,0.0,1.0
2018-01-14,Guido Cannetti,Kyung Ho Kang,guido-cannetti,kyung-ho-kang,L,False,Bantamweight,38,30,167.64,175.26,172.72,185.42,Southpaw,Orthodox,2.2333333333333334,2.0,0.545,0.405,,,,,2.5,2.5,0.535,0.638,,,0.0,1.5
2018-01-14,Kalindra Faria,Jessica Eye,kalindra-faria,jessica-eye,L,False,Women's Flyweight,31,31,170.18,167.64,157.0,167.64,Switch,Orthodox,0.0,3.238093333333333,0.0,0.396,,,,,0.0,0.1429,0.0,0.143,,,0.0,0.1429
2018-01-14,Danielle Taylor,JJ Aldrich,danielle-taylor,jj-aldrich,L,False,Women's Strawweight,28,25,152.4,165.1,152.4,170.18,Orthodox,Southpaw,2.97778,4.3,0.277,0.39,,,,,0.3333,0.0,0.333,0.0,,,0.0,0.0
2018-01-14,Mike Santiago,Mads Burnell,mike-santiago,mads-burnell,L,False,Featherweight,28,23,177.8,172.72,175.26,175.26,Orthodox,Orthodox,1.6,0.6666666666666666,0.35,0.33,,,,,2.0,0.0,0.28,0.0,,,0.0,0.0
2018-01-20,Stipe Miocic,Francis Ngannou,stipe-miocic,francis-ngannou,W,True,Heavyweight,35,31,193.04,193.04,203.2,210.82,Orthodox,Orthodox,3.210253333333333,0.9333333333333333,0.523,0.567,,,,,1.3077,0.0,0.371,0.0,,,0.0,0.1667
2018-01-20,Volkan Oezdemir,Daniel Cormier,volkan-oezdemir,daniel-cormier,L,True,Light Heavyweight,28,38,187.96,180.34,190.5,182.88,Orthodox,Orthodox,2.2,3.6599999999999997,0.597,0.54,,,,,0.0,1.5,0.0,0.379,,,0.0,0.6
2018-01-20,Calvin Kattar,Shane Burgos,calvin-kattar,shane-burgos,W,False,Featherweight,29,26,180.34,180.34,182.88,190.5,Orthodox,Orthodox,5.0,5.6,0.46,0.45,,,,,2.0,0.6667,0.66,0.667,,,0.0,0.0
2018-01-20,Gian Villante,Francimar Barroso,gian-villante,francimar-barroso,W,False,Light Heavyweight,32,37,190.5,185.42,193.04,190.5,Orthodox,Orthodox,3.19394,2.033333333333333,0.457,0.448,,,,,0.4545,2.125,0.205,0.234,,,0.0,0.0
2018-01-20,Thomas Almeida,Rob Font,thomas-almeida,rob-font,L,False,Bantamweight,26,30,170.18,172.72,177.8,180.34,Southpaw,Orthodox,3.066666666666667,2.5555533333333336,0.459,0.507,,,,,0.0,0.6667,0.0,0.283,,,0.0,0.6667
2018-01-20,Brandon Davis,Kyle Bochniak,brandon-davis,kyle-bochniak,L,False,Featherweight,27,30,177.8,170.18,182.88,177.8,Orthodox,Orthodox,,2.5777799999999997,,0.37,,,,,,0.6667,,0.177,,,,0.0
2018-01-20,Sabah Homasi,Abdul Razak Alhassan,sabah-homasi,abdul-razak-alhassan,L,False,Welterweight,29,32,182.88,177.8,182.88,185.42,Orthodox,Orthodox,2.4,1.8222200000000002,0.53,0.47,,,,,1.0,0.3333,0.5,0.11,,,0.0,0.0
2018-01-20,Alexandre Pantoja,Dustin Ortiz,alexandre-pantoja,dustin-ortiz,L,False,Flyweight,27,29,165.1,165.1,170.18,165.1,Orthodox,Orthodox,5.2,2.5454533333333336,0.445,0.471,,,,,1.0,2.2727,0.665,0.279,,,1.5,0.0909
2018-01-20,Dan Ige,Julio Arce,dan-ige,julio-arce,L,False,Featherweight,26,28,170.18,170.18,180.34,177.8,Orthodox,Southpaw,,,,,,,,,,,,,,,,
2018-01-20,Enrique Barzola,Matt Bessette,enrique-barzola,matt-bessette,W,False,Featherweight,28,33,170.18,177.8,177.8,177.8,Switch,Orthodox,3.5166666666666666,,0.433,,,,,,5.5,,0.46,,,,0.25,
2018-01-20,Islam Makhachev,Gleison Tibau,islam-makhachev,gleison-tibau,W,False,Lightweight,26,34,177.8,177.8,177.8,180.34,Orthodox,Southpaw,1.5166666666666666,1.4641,0.568,0.356,,,,,3.0,3.2308,0.65,0.516,,,0.75,0.6538
2018-01-27,Derek Brunson,Jacare Souza,derek-brunson,jacare-souza,L,False,Middleweight,34,38,185.42,185.42,195.58,182.88,Southpaw,Orthodox,1.37778,1.2962933333333335,0.475,0.506,,,,,1.0833,1.3333,0.119,0.392,,,0.25,0.7778
2018-01-27,Andre Fili,Dennis Bermudez,andre-fili,dennis-bermudez,W,False,Featherweight,27,31,180.34,167.64,187.96,167.64,Orthodox,Orthodox,2.533333333333333,3.15238,0.358,0.456,,,,,1.8889,2.7857,0.522,0.409,,,0.1111,0.8571
2018-01-27,Gregor Gillespie,Jordan Rinaldi,gregor-gillespie,jordan-rinaldi,W,False,Lightweight,31,30,170.18,177.8,180.34,182.88,Orthodox,Orthodox,1.5333333333333334,0.8,0.487,0.405,,,,,3.0,1.0,0.307,0.14,,,0.3333,1.0
2018-01-27,Frank Camacho,Drew Dober,frank-camacho,drew-dober,L,False,Welterweight,28,29,177.8,172.72,185.42,177.8,Orthodox,Southpaw,10.266666666666667,1.71852,0.51,0.341,,,,,1.0,0.5556,0.2,0.039,,,0.0,0.1111
2018-01-27,Erik Koch,Bobby Green,erik-koch,bobby-green,L,False,Lightweight,29,31,177.8,177.8,180.34,180.34,Southpaw,Orthodox,1.1833333333333333,3.725,0.373,0.465,,,,,0.25,0.625,0.063,0.229,,,0.75,0.125
2018-01-27,Mirsad Bektic,Godofredo Pepey,mirsad-bektic,godofredo-pepey,W,False,Featherweight,26,30,172.72,170.18,177.8,185.42,Orthodox,Orthodox,2.1866666666666665,1.2266666666666666,0.494,0.402,,,,,3.0,0.2,0.564,0.1,,,0.4,0.8
2018-01-27,Katlyn Chookagian,Mara Romero Borella,katlyn-chookagian,mara-romero-borella,W,False,Women's Flyweight,29,31,175.26,167.64,172.72,175.26,Orthodox,Orthodox,3.82222,0.2,0.297,0.6,,,,,0.0,1.0,0.0,1.0,,,0.0,1.0
2018-01-27,Randa Markos,Juliana Lima,randa-markos,juliana-lima,W,False,Women's Strawweight,32,35,162.56,165.1,160.02,165.1,Orthodox,Orthodox,2.761906666666667,1.8666666666666667,0.373,0.43,,,,,1.4286,1.6667,0.376,0.385,,,0.2857,0.0
2018-01-27,Ji Yeon Kim,Justine Kish,ji-yeon-kim,justine-kish,W,False,Women's Flyweight,28,29,170.18,165.1,182.88,162.56,Orthodox,Orthodox,4.0,3.62222,0.37,0.517,,,,,0.0,1.3333,0.0,0.433,,,0.0,0.3333
2018-01-27,Vinc Pichel,Joaquim Silva,vinc-pichel,joaquim-silva,W,False,Lightweight,35,28,177.8,172.72,182.88,175.26,Orthodox,Orthodox,2.0,2.1111133333333334,0.385,0.443,,,,,4.0,0.0,0.345,0.0,,,0.25,0.3333
2018-01-27,Niko Price,George Sullivan,niko-price,george-sullivan,W,False,Welterweight,28,36,182.88,182.88,193.04,185.42,Orthodox,Orthodox,1.0666666666666667,2.8133333333333335,0.333,0.488,,,,,0.25,1.0,0.063,0.328,,,0.5,0.6
2018-01-27,Cory Sandhagen,Austin Arnett,cory-sandhagen,austin-arnett,W,False,Featherweight,25,26,180.34,182.88,177.8,182.88,Switch,Orthodox,,,,,,,,,,,,,,,,
2018-02-03,Eryk Anders,Lyoto Machida,eryk-anders,lyoto-machida,L,False,Middleweight,30,39,185.42,185.42,190.5,187.96,Southpaw,Southpaw,3.4,1.9484866666666667,0.675,0.523,,,,,1.5,0.6364,0.5,0.28,,,0.0,0.3636
2018-02-03,Priscila Cachoeira,Valentina Shevchenko,priscila-cachoeira,valentina-shevchenko,L,False,Women's Flyweight,29,29,170.18,165.1,165.1,167.64,Orthodox,Southpaw,,3.0933333333333333,,0.546,,,,,,2.0,,0.572,,,,0.2
2018-02-03,Desmond Green,Michel Prazeres,desmond-green,michel-prazeres,L,False,Lightweight,28,36,177.8,167.64,185.42,170.18,Southpaw,Orthodox,3.466666666666667,2.23704,0.435,0.491,,,,,1.0,3.8889,0.5,0.434,,,0.0,0.3333
2018-02-03,Tim Johnson,Marcelo Golm,tim-johnson,marcelo-golm,W,False,Heavyweight,32,25,190.5,190.5,195.58,190.5,Southpaw,Orthodox,2.3,2.3333333333333335,0.432,0.64,,,,,1.0,1.0,0.262,1.0,,,0.0,1.0
2018-02-03,Marlon Vera,Douglas Silva de Andrade,marlon-vera,douglas-silva-de-andrade,L,False,Bantamweight,25,32,172.72,170.18,177.8,172.72,Switch,Orthodox,2.1904733333333337,2.7666666666666666,0.429,0.328,,,,,0.4286,0.75,0.213,0.5,,,1.1429,0.0
2018-02-03,Thiago Santos,Anthony Smith,thiago-santos,anthony-smith,W,False,Middleweight,34,29,187.96,193.04,193.04,193.04,Orthodox,Orthodox,1.4666666666666666,2.52222,0.422,0.443,,,,,0.1667,0.3333,0.083,0.067,,,0.0,0.3333
2018-02-03,Tim Means,Sergio Moraes,tim-means,sergio-moraes,L,False,Welterweight,33,35,187.96,182.88,190.5,182.88,Orthodox,Orthodox,3.0166666666666666,1.88148,0.496,0.469,,,,,0.5,0.8889,0.219,0.261,,,0.125,0.3333
2018-02-03,Alan Patrick,Damir Hadzovic,alan-patrick,damir-hadzovic,W,False,Lightweight,34,31,180.34,175.26,187.96,177.8,Southpaw,Orthodox,1.4,0.8333333333333334,0.48,0.355,,,,,2.6,0.0,0.402,0.0,,,0.4,0.0
2018-02-03,Polyana Viana,Maia Stevenson,polyana-viana,maia-stevenson,W,False,Women's Strawweight,25,35,165.1,162.56,170.18,157.48,Orthodox,Orthodox,,,,,,,,,,,,,,,,
2018-02-03,Iuri Alcantara,Joe Soto,iuri-alcantara,joe-soto,W,False,Bantamweight,37,30,175.26,167.64,180.34,165.1,Southpaw,Orthodox,1.8583333333333334,2.25714,0.466,0.409,,,,,1.0,0.5714,0.385,0.353,,,0.5,1.2857
2018-02-03,Joseph Morales,Deiveson Figueiredo,joseph-morales,deiveson-figueiredo,L,False,Flyweight,23,30,167.64,165.1,175.26,172.72,Switch,Orthodox,0.8,1.2666666666666666,0.54,0.39,,,,,0.0,1.0,0.0,0.25,,,1.0,5.0
2018-02-10,Luke Rockhold,Yoel Romero,luke-rockhold,yoel-romero,L,True,Middleweight,33,40,190.5,182.88,195.58,185.42,Southpaw,Southpaw,2.216666666666667,2.56296,0.601,0.58,,,,,0.625,1.8889,0.238,0.301,,,0.75,0.0
2018-02-10,Mark Hunt,Curtis Blaydes,mark-hunt,curtis-blaydes,L,False,Heavyweight,43,26,177.8,193.04,182.88,203.2,Orthodox,Orthodox,1.9555533333333335,2.8266666666666667,0.429,0.52,,,,,0.4667,3.8,0.227,0.592,,,0.0667,0.0
2018-02-10,Tai Tuivasa,Cyril Asker,tai-tuivasa,cyril-asker,W,False,Heavyweight,24,32,187.96,182.88,190.5,187.96,Southpaw,Orthodox,1.4666666666666666,0.9,0.61,0.36,,,,,0.0,1.25,0.0,0.5,,,0.0,0.25
2018-02-10,Jake Matthews,Li Jingliang,jake-matthews,li-jingliang,W,False,Welterweight,23,29,180.34,182.88,185.42,180.34,Orthodox,Orthodox,1.9583333333333333,2.5238066666666668,0.438,0.424,,,,,1.75,0.8571,0.381,0.369,,,0.5,0.0
2018-02-10,Tyson Pedro,Saparbeg Safarov,tyson-pedro,saparbeg-safarov,W,False,Light Heavyweight,26,31,190.5,185.42,200.66,198.12,Orthodox,Orthodox,1.2888866666666667,2.466666666666667,0.597,0.28,,,,,0.6667,0.0,0.333,0.0,,,0.3333,0.0
2018-02-10,Damien Brown,Dong Hyun Ma,damien-brown,dong-hyun-ma,L,False,Lightweight,33,29,177.8,180.34,172.72,177.8,Orthodox,Orthodox,2.6133333333333337,2.2666666666666666,0.432,0.543,,,,,0.6,1.5,0.122,0.415,,,0.6,0.0
2018-02-10,Israel Adesanya,Rob Wilkinson,israel-adesanya,rob-wilkinson,W,False,Middleweight,28,25,193.04,190.5,203.2,203.2,Switch,Orthodox,,1.6,,0.52,,,,,,2.0,,0.4,,,,0.0
2018-02-10,Alexander Volkanovski,Jeremy Kennedy,alexander-volkanovski,jeremy-kennedy,W,False,Featherweight,29,25,167.64,180.34,180.34,180.34,Orthodox,Orthodox,4.555553333333333,2.533333333333333,0.62,0.477,,,,,4.0,7.0,0.64,0.6,,,0.0,0.0
2018-02-10,Jussier Formiga,Ben Nguyen,jussier-formiga,ben-nguyen,W,False,Flyweight,32,29,165.1,165.1,170.18,165.1,Orthodox,Switch,0.92,2.0,0.35,0.478,,,,,1.3,0.2,0.338,0.2,,,0.5,0.8
2018-02-10,Mizuto Hirota,Ross Pearson,mizuto-hirota,ross-pearson,L,False,Lightweight,36,33,170.18,172.72,170.18,175.26,Orthodox,Orthodox,3.6133333333333337,2.7971,0.384,0.421,,,,,1.8,0.6522,0.45,0.348,,,0.0,0.0
2018-02-10,Teruto Ishihara,Jose Quinonez,teruto-ishihara,jose-quinonez,L,False,Bantamweight,26,27,170.18,172.72,175.26,175.26,Southpaw,Orthodox,2.6,2.5833333333333335,0.513,0.485,,,,,0.3333,2.5,0.055,0.553,,,0.0,1.0
2018-02-10,Luke Jumeau,Daichi Abe,luke-jumeau,daichi-abe,W,False,Welterweight,29,26,180.34,180.34,182.88,180.34,Orthodox,Orthodox,2.966666666666667,4.2,0.495,0.34,,,,,0.0,1.0,0.0,1.0,,,0.0,0.0
2018-02-18,Yancy Medeiros,Donald Cerrone,yancy-medeiros,donald-cerrone,L,False,Welterweight,30,34,177.8,185.42,190.5,185.42,Orthodox,Orthodox,2.1454533333333337,2.910253333333333,0.363,0.495,,,,,0.0909,0.7308,0.091,0.31,,,0.3636,0.3846
2018-02-18,Marcin Tybura,Derrick Lewis,marcin-tybura,derrick-lewis,L,False,Heavyweight,32,33,190.5,190.5,198.12,200.66,Orthodox,Orthodox,3.8800000000000003,1.8111133333333334,0.5,0.558,,,,,1.0,0.3333,0.498,0.236,,,0.0,0.0
2018-02-18,James Vick,Francisco Trinaldo,james-vick,francisco-trinaldo,W,False,Lightweight,30,39,190.5,175.26,193.04,177.8,Orthodox,Southpaw,2.3481466666666666,2.5791666666666666,0.321,0.501,,,,,0.1111,0.8125,0.056,0.316,,,0.5556,0.375
2018-02-18,Curtis Millender,Thiago Alves,curtis-millender,thiago-alves,W,False,Welterweight,30,34,187.96,175.26,193.04,177.8,Orthodox,Orthodox,,2.615153333333333,,0.462,,,,,,0.5455,,0.318,,,,0.2727
2018-02-18,Steven Peterson,Brandon Davis,steven-peterson,brandon-davis,L,False,Featherweight,27,27,177.8,177.8,177.8,182.88,Orthodox,Orthodox,,2.533333333333333,,0.33,,,,,,1.0,,1.0,,,,0.0
2018-02-18,Sage Northcutt,Thibault Gouti,sage-northcutt,thibault-gouti,W,False,Lightweight,21,30,182.88,177.8,180.34,182.88,Orthodox,Orthodox,2.0,1.2333333333333334,0.603,0.285,,,,,1.1667,0.0,0.467,0.0,,,0.3333,0.0
2018-02-18,Diego Ferreira,Jared Gordon,diego-ferreira,jared-gordon,W,False,Lightweight,33,29,175.26,175.26,187.96,172.72,Orthodox,Orthodox,1.84,5.6,0.412,0.515,,,,,0.2,3.0,0.2,0.47,,,0.6,0.0
2018-02-18,Brian Camozzi,Geoff Neal,brian-camozzi,geoff-neal,L,False,Welterweight,26,27,187.96,180.34,198.12,190.5,Orthodox,Southpaw,1.9333333333333333,,0.28,,,,,,0.0,,0.0,,,,0.5,
2018-02-18,Joby Sanchez,Roberto Sanchez,joby-sanchez,roberto-sanchez,L,False,Flyweight,26,31,167.64,167.64,172.72,167.64,Orthodox,Orthodox,2.9555533333333335,0.13333333333333333,0.283,0.33,,,,,0.6667,1.0,0.333,1.0,,,0.3333,0.0
2018-02-18,Sarah Moras,Lucie Pudilova,sarah-moras,lucie-pudilova,L,False,Women's Bantamweight,29,23,170.18,172.72,170.18,170.18,Orthodox,Orthodox,0.8,5.066666666666666,0.42,0.395,,,,,0.3333,0.0,0.167,0.0,,,0.6667,1.0
2018-02-18,Alex Morono,Joshua Burkman,alex-morono,joshua-burkman,W,False,Welterweight,27,37,180.34,177.8,182.88,182.88,Orthodox,Orthodox,3.95,1.9962933333333335,0.393,0.521,,,,,0.0,1.8889,0.0,0.381,,,0.25,0.2222
